timestamp,lat,lon,geometry
2014-05-27 08:00:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:00:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:00:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:00:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:00:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:00:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:01:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:01:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:01:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:01:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:01:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:01:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:02:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:02:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:02:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:02:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:02:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:02:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:03:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:03:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:03:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:03:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:03:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:03:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:04:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:04:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:04:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:04:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:04:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:04:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:05:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:05:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:05:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:05:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:05:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:05:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:06:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:06:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:06:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:06:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:06:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:06:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:07:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:07:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:07:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:07:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:07:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:07:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:08:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:08:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:08:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:08:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:08:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:08:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:09:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:09:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:09:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:09:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:09:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:09:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:10:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:10:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:10:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:10:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:10:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:10:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:11:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:11:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:11:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:11:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:11:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:11:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:12:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:12:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:12:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:12:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:12:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:12:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:13:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:13:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:13:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:13:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:13:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:13:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:14:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:14:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:14:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:14:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:14:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:14:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:15:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:15:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:15:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:15:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:15:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:15:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:16:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:16:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:16:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:16:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:16:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:16:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:17:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:17:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:17:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:17:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:17:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:17:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:18:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:18:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:18:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:18:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:18:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:18:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:19:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:19:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:19:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:19:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:19:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:19:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:20:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:20:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:20:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:20:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:20:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:20:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:21:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:21:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:21:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:21:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:21:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:21:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:22:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:22:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:22:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:22:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:22:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:22:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:23:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:23:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:23:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:23:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:23:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:23:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:24:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:24:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:24:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:24:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:24:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:24:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:25:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:25:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:25:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:25:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:25:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:25:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:26:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:26:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:26:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:26:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:26:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:26:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:27:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:27:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:27:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:27:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:27:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:27:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:28:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:28:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:28:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:28:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:28:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:28:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:29:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:29:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:29:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:29:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:29:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:29:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:30:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:30:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:30:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:30:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:30:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:30:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:31:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:31:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:31:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:31:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:31:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:31:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:32:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:32:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:32:20.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:32:30.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:32:40.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:32:50.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:33:00.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
2014-05-27 08:33:10.000000,-25.4461018189,-49.274967317,POINT (-49.274967317 -25.4461018189)
