-25.346431434084337, -49.20497533311539, 1761719405
-25.346466980451027, -49.20498696604117, 1761719420
-25.346466980451027, -49.20498696604117, 1761719435
-25.346010391529436, -49.204689245340035, 1761719450
-25.34575235357104, -49.20454884455758, 1761719465
-25.34541298998416, -49.2042806236666, 1761719480
-25.345270527583658, -49.20418162386983, 1761719495
-25.34507076816666, -49.20404178535869, 1761719510
-25.34476501330313, -49.20408238363096, 1761719525
-25.34411273370987, -49.204159069266105, 1761719540
-25.343615368141364, -49.20450641009845, 1761719555
-25.343203613144347, -49.20478157620103, 1761719570
-25.343203613144347, -49.20478157620103, 1761719585
-25.343203613144347, -49.20451092101816, 1761719600
-25.343264764965213, -49.20330199453474, 1761719615
-25.343303987408593, -49.20182373821707, 1761719630
-25.343900307474424, -49.20105126205108, 1761719645
-25.34432209306315, -49.20049872701567, 1761719660
-25.34519389101708, -49.19999495852054, 1761719675
-25.346066539897482, -49.19914738050506, 1761719690
-25.346066539897482, -49.19926539769708, 1761719705
-25.346066539897482, -49.19914738050506, 1761719720
-25.346590126225532, -49.19924394004433, 1761719735
-25.347385197393788, -49.19969455114116, 1761719750
-25.348122087956185, -49.20131460532263, 1761719765
-25.348257830464828, -49.20203343731044, 1761719780
-25.34820935101494, -49.203181422723794, 1761719795
-25.348432356323517, -49.203975356561074, 1761719810
-25.348432356323517, -49.203975356561074, 1761719825
-25.34790877799193, -49.20425430628769, 1761719840
-25.34727854180889, -49.20543447820796, 1761719855
-25.346696782417485, -49.20503751128932, 1761719870
-25.346347725439546, -49.2049194940973, 1761719885
-25.346153804460982, -49.20487657875474, 1761719900
